app,user,platform,target
Socks Crunch,abb7d0b7-3263-428e-993b-6354a7a4c60e,android,0
"MacGuffins, LLC",7b140730-12e7-4353-b487-b6d26cffb2eb,ios,0
Verified Ax,3c847116-3ceb-42ac-92cd-d38bad901d46,android,1
"MacGuffins, LLC",509006a9-0ac1-4a55-906d-1770b9d49f6c,ios,0
Verified Ax,ce760a5a-829f-4968-b49e-eff850d1535b,android,1
Verified Ax,6c2eed2e-1fce-4798-814c-9ad803d41b31,ios,1
"MacGuffins, LLC",e7b01198-06d6-4c6f-ad70-153f98e9160f,ios,0
Socks Crunch,1a19bf99-0108-46e9-80b0-ac6852e540d0,android,0
"MacGuffins, LLC",b1565175-9f6d-40f8-bc02-348d445a57f7,ios,1
OnTheGo Cap'n,035c9063-4a57-4c8a-ad60-0ad737d3f667,android,0
Verified Ax,498ddb5d-b647-436a-af27-a9f442bf3586,android,0
Verified Ax,e1bd3d0e-b2ba-4336-bc4c-1470b16a29db,ios,0
"MacGuffins, LLC",ba36914d-f6ff-4494-b0c2-1e8a6ef85826,android,1
"MacGuffins, LLC",8899a949-5dc4-43ce-87ab-7d5999624bc8,android,0
Verified Ax,8cea8108-1588-4117-b4ac-c3d02a26a4f7,ios,0
"MacGuffins, LLC",3bd1599c-934e-41af-b18d-1620882efa89,ios,1
"MacGuffins, LLC",76444a6e-a18e-4838-bfcc-081eca897c21,android,0
"MacGuffins, LLC",33bc6ff8-8983-4303-8281-015e88750624,ios,0
Bee Aye En Aye En Aye Ess,4744813e-6833-4df4-a208-a71f7312a5a0,ios,1
Kinetic Bond,04f41b78-c0fd-4cea-b6b0-b1047edbd4b3,ios,1
"MacGuffins, LLC",61964538-0aa8-4e19-9e0e-8d7343243c2c,ios,1
Organization Four,a98ac296-4f02-42fd-8167-f7f3e203e5c8,ios,1
Verified Ax,e1917ee9-dc9e-4d44-8bb5-cdf682d662f8,android,0
"MacGuffins, LLC",877b0277-ba7b-4043-998e-b9b15373db59,ios,0
"MacGuffins, LLC",ccc1be66-6a55-4c39-b555-5d48f2a48945,ios,1
Verified Ax,2c3b6bed-15e7-4567-a8d4-8006911897a1,ios,1
"MacGuffins, LLC",d21dd892-d44c-46c7-b94e-96632e680e94,ios,0
"MacGuffins, LLC",5efa7e2c-1c19-4e87-9f91-13ba058d0cec,android,1
"MacGuffins, LLC",32587be7-c3d9-4b7a-bd5c-45c1cb64beb4,android,0
Verified Ax,ebde229a-3946-4169-8577-590c8e4a43da,ios,0
OnTheGo Cap'n,97835a00-94cb-4522-8d51-a886b2a572b6,ios,0
"MacGuffins, LLC",463f8a2c-f55a-43f9-8eb8-0b54e13bab61,ios,1
"MacGuffins, LLC",c8a5422f-e2f3-465b-873d-8649fee7be35,android,1
Verified Ax,1caa0642-26a3-4f70-ac71-33cad53f0b89,android,1
Verified Ax,7ccfdc3f-4a7f-4665-b027-257d3dfe5b5f,android,1
Socks Crunch,5a79c6a8-00ef-4d65-8d66-fc43016b940d,android,0
Organization Four,c5c111b7-8bb8-4751-8cac-a969b336a40e,ios,1
"MacGuffins, LLC",681d78bd-da6d-4977-a2e3-336fe56c6f73,ios,0
Verified Ax,2b770f5e-8f65-44a1-a7a6-3e72037bbab8,ios,1
"MacGuffins, LLC",3e794e41-21c8-4506-8acd-454a1124c1df,android,1
"MacGuffins, LLC",f25558dc-c124-4cd1-b3aa-67741313add6,android,1
Verified Ax,e7264483-fbe2-447c-9fe8-70cd1481abaa,android,0
Verified Ax,5fade65a-1c6f-457b-bc8c-799e69291fbd,android,1
"MacGuffins, LLC",9f61344a-5af3-4687-87bf-8f4e84d1a81c,android,1
"MacGuffins, LLC",9b18a60d-3f83-47dc-b582-bf2dd94e1711,android,1
Kinetic Bond,f5c1206a-3d90-4443-bf32-fbeb66b81a4d,ios,1
Verified Ax,9de545d2-05c3-4e3d-9502-5d47b17e9b7d,android,0
Kinetic Bond,29c16c3c-2797-4fd5-8218-4a3c127dfc8b,android,1
"MacGuffins, LLC",b5fc3669-58d9-4948-8426-dc4cacdfa66c,android,0
Organization Four,9e80c907-8c42-4dbf-9fc2-00d8b431b678,ios,1
Verified Ax,76b64be5-c1b3-4a7e-95be-7d7e69292214,ios,1
Verified Ax,9204c807-d326-4a68-bb8f-8fa6a49f602e,ios,0
"MacGuffins, LLC",3e500894-4f09-4e3c-a767-3103ea0cac42,ios,0
Verified Ax,96df44b6-2e3c-4c26-a93e-338254744d05,ios,1
"MacGuffins, LLC",b1a50002-3d85-4e6a-91a2-2689b41ad7cf,android,0
"MacGuffins, LLC",20a8b5db-7833-48cf-a24a-7990be6c60a0,ios,0
Organization Four,4dd938e2-9913-4568-81a7-eee7aa5ac0fc,android,0
"MacGuffins, LLC",a59408f9-c71a-4117-99f4-f6c4052985cd,android,0
Kinetic Bond,ad484e00-2327-40ea-87e5-3f6563a65a5b,ios,1
Organization Four,8ed0dc13-8a57-4c07-9a46-e104e1d7a8bb,android,1
"MacGuffins, LLC",4cd15c0e-8311-466f-96ef-2616abcbd75e,android,0
Verified Ax,8e467b4b-d747-4ff7-a237-c46b6edb0203,ios,1
"MacGuffins, LLC",a9f433f5-ff68-4599-be18-581b7ded05c5,ios,0
Verified Ax,f0c9f6aa-9350-4e76-b488-5e33069dd7e4,android,0
"MacGuffins, LLC",a272d1d6-8c7f-4737-9d78-6fd70d12d3ea,android,0
Verified Ax,e2a0821e-9885-41e6-82a0-00a36cf8820b,android,1
Verified Ax,c7f4a1ec-e0be-42de-8399-af00ac6db544,ios,0
Kinetic Bond,fd6a4cf8-e817-490f-a82e-ed225086cb58,android,1
"MacGuffins, LLC",1e19149d-ef7e-4bf5-ba02-f125c996365b,ios,0
"MacGuffins, LLC",886638ea-2b9c-4e9a-96a0-f9ccc778ed86,android,0
"MacGuffins, LLC",98b7946c-1cba-4ebc-9fb5-50f2d70a59a2,android,1
"MacGuffins, LLC",b7d13e68-5233-4dfe-b5a7-8aad600c83e0,android,0
"MacGuffins, LLC",beff2708-1b47-4fae-b203-ca3c2e581d0c,android,1
Verified Ax,63548e39-7314-4680-9280-84560e039ff7,android,0
Verified Ax,93247f09-9b5f-4acd-8fce-fcd9941b12f9,android,1
Verified Ax,a90c59ad-9e2f-42a4-881c-654a6c85c400,ios,0
Verified Ax,cf748ceb-3f26-4fca-ba95-357dd90f9926,ios,1
"MacGuffins, LLC",e6fef923-8901-469c-9458-325ab7617af5,android,0
"MacGuffins, LLC",6741ebea-d9be-49fa-89c8-bf9f32ecd0d3,ios,0
"MacGuffins, LLC",446bd16b-229c-41db-9426-7c5d2896d82f,ios,0
Verified Ax,562d441d-6d94-4602-a3a9-2ad9c6608ba3,ios,1
Organization Four,6be95c55-a670-49c2-b96b-fb1236082894,ios,0
Verified Ax,5c1f7a40-935c-42de-b0a3-2782887a2203,ios,0
Socks Crunch,30335bea-b393-4e1b-bbe5-458820578aa3,ios,0
"MacGuffins, LLC",9112df41-5990-46e9-a596-b418ea3ac38a,android,0
Organization Four,bc1749c0-4f28-4f79-83d4-758086f517e3,android,1
Kinetic Bond,ec1b83b7-ad45-4455-95dc-9c6f37216ad9,ios,1
"MacGuffins, LLC",264de2ce-50aa-4ea9-ae1d-b3b7bd57ef03,ios,1
Verified Ax,0e5ebfef-75ec-4751-839f-b8ac137d4582,ios,0
Verified Ax,caec518e-3b7d-465e-9272-4db4550ad012,ios,1
"MacGuffins, LLC",6a231192-95b1-48c5-9646-3af8d499e505,android,0
Walnut Forge,859b45af-5ed4-45bb-b3f4-6279cf779768,ios,0
Socks Crunch,0343b258-08ca-438f-9ade-513bdff5649e,ios,0
Verified Ax,71995372-f7d4-4241-87d3-bd4ef26f9a5f,android,0
Walnut Forge,3c5b8a24-5c57-4f8d-804c-d86d0deb2df0,ios,1
"MacGuffins, LLC",c47221cc-cbb9-4326-b88c-b7f8e5485fa9,ios,0
Walnut Forge,819694c6-ec2a-4101-972c-123660a37643,android,0
Verified Ax,56d51042-405d-4c9f-b400-84393090be00,android,1
"MacGuffins, LLC",3e59e189-a2d9-4e69-90bc-de438c9b5eb9,android,0
Verified Ax,4d951873-3f4e-4a8a-a51d-3107bd25b54d,ios,1
"MacGuffins, LLC",755c0507-8e2c-42b7-9d79-4858c239662c,android,0
Verified Ax,2f33db37-e1a5-4d38-8307-54066456ba87,ios,0
Verified Ax,dd3197e4-1afa-491b-8367-c654ebdc8039,ios,1
Verified Ax,d678742d-3000-405f-b63b-d8071b6d6648,ios,0
"MacGuffins, LLC",f3dc28db-1e12-47f9-973e-f3d791207cb0,android,0
Verified Ax,4a12212c-2cd6-4c5d-874e-27b50184a0a7,ios,1
"MacGuffins, LLC",4df9c22a-e5bd-49f9-9444-c8217a2ecc80,android,1
"MacGuffins, LLC",f1b63080-d275-41cd-889c-4368a4669ef5,ios,1
Verified Ax,ce900fdc-1b3a-4984-97b0-cdfb2790d750,ios,1
Walnut Forge,ee9bed14-2c17-4f5a-bceb-7c50de5b0ca7,android,1
Verified Ax,03307c8f-4624-49c0-9f3f-1115dee6fe1a,ios,1
"MacGuffins, LLC",0454ec91-3966-4853-889f-03bbbb879b46,android,0
Verified Ax,5cd03f37-4141-4d15-a09f-e953329a1c18,android,1
"MacGuffins, LLC",8d992693-36fe-461d-bd7e-e2ee6b03581a,android,1
Verified Ax,de2710f8-5377-4b64-bb65-c727894a0320,ios,1
"MacGuffins, LLC",fa24ee7e-55a3-43a6-b299-36758f804274,ios,0
"MacGuffins, LLC",891a62d6-9ffd-49a5-ad9d-e47f68fb71f8,android,0
Kinetic Bond,2d1689a8-3523-4968-897a-519bc8bb8a09,ios,1
"MacGuffins, LLC",8550242c-913e-4fce-a95c-5e4ff3849a3b,android,1
Verified Ax,55ebc611-32ee-40a6-9731-c73c6fed60b0,ios,0
Verified Ax,bb064d3a-ff29-4b7a-abd2-f7f81626451a,android,0
"MacGuffins, LLC",12879240-31e5-44ce-b4c5-15c30bcda68a,ios,1
"MacGuffins, LLC",f0a23690-d0dd-44c4-bffd-1e9726181b65,android,0
"MacGuffins, LLC",c3357920-fb7f-4bd5-b119-f42c000215e4,ios,1
Verified Ax,fbf0402b-9883-459e-a681-a374f5eb6428,ios,0
"MacGuffins, LLC",9eff3e95-5f19-4e78-93e2-39dadfccd584,ios,0
Verified Ax,99cc8b8e-251e-46af-92d0-80bd9b24b47c,ios,1
"MacGuffins, LLC",348aa590-6ae7-4db4-b219-4be9a978e62d,android,0
Verified Ax,bd90f4ac-7c0a-486f-bc58-ee15adca4f52,ios,1
Organization Four,809627f7-6028-4d00-b05e-8851e2b1c159,android,0
Verified Ax,a7570af4-0bb4-4dac-8d37-0c265b205d55,ios,1
Socks Crunch,f79e8a52-3e44-43de-b59d-089f1ac8de39,android,0
"MacGuffins, LLC",9edf7aed-0410-4d50-ad45-37ea4ea71107,android,1
Verified Ax,000e2367-ef0d-4b75-ac58-3f84fbf425f4,ios,0
Verified Ax,9951cf4c-788f-465e-b2ef-d4f7fb79ab0c,android,1
Socks Crunch,2c698cd0-5302-4cb8-bc35-b7d01f646966,android,0
Socks Crunch,d4e4c253-c3e4-4cb5-8a7c-3e71e70ade05,android,0
Verified Ax,70b31f12-fadf-4d4d-bd99-c044e102dca4,ios,1
Verified Ax,4a5ccb75-3b48-4b67-ac5f-b350ec1c1439,ios,0
"MacGuffins, LLC",2ac8689d-7208-4ec1-888b-69a9446bd3b3,android,1
"MacGuffins, LLC",5dd549d1-d89a-452a-b828-f5ef7c0f4396,ios,1
"MacGuffins, LLC",17355fb8-c2fb-4bd4-9c63-0a59eae5f50a,ios,0
Verified Ax,fe322037-ffd2-46c0-84fc-da1a186349e5,ios,0
Kinetic Bond,0658ee60-53ab-438c-b16b-4b9002a5fd23,android,0
"MacGuffins, LLC",6983697c-8c7b-4881-9a34-c1b9cf0e3698,ios,1
Verified Ax,8a6bb7c4-f11a-4ede-b7cd-c8d73fb6667c,ios,1
"MacGuffins, LLC",478ba536-07a6-432a-ae26-4bbef9eb3aa3,android,0
Kinetic Bond,9f021f0c-6564-4221-a424-87ca3d709552,android,1
"MacGuffins, LLC",dd55c874-1452-426f-a6db-0595a9aaa0c7,android,0
"MacGuffins, LLC",dad906fb-a6de-4404-9f47-5dca7997bba0,ios,0
"MacGuffins, LLC",ab3328b1-b516-44ce-93bd-cf25b74dff72,ios,0
"MacGuffins, LLC",fa5ada9d-e56f-4c81-8a2d-4a38222b521e,ios,1
Verified Ax,3f05a978-5b5b-4a94-901d-285c78c050f7,ios,1
"MacGuffins, LLC",72d78be1-293e-4436-aae3-9cecbc6d63c9,ios,1
"MacGuffins, LLC",7ea3e85a-6f34-4995-8b54-499fc587ac59,ios,0
"MacGuffins, LLC",e1b3608c-5e23-40ec-9a74-5716d4b43d9e,android,1
"MacGuffins, LLC",1dfcfe41-08d9-4d1b-a9fd-49f2e40ebba5,ios,0
OnTheGo Cap'n,01a42f04-9994-4941-9952-f8e5d658e46d,android,0
OnTheGo Cap'n,a0974f99-3a86-4160-b71d-43fc154d44cc,ios,1
Verified Ax,b779a00a-c03d-4f1c-8f4d-fbd9cd6ff262,ios,1
"MacGuffins, LLC",7c82e64d-84d2-47ed-9720-5b701da51ae3,android,0
"MacGuffins, LLC",b3b32795-27d0-494d-8e6d-88a375d36c46,ios,1
"MacGuffins, LLC",85ef06b4-9b25-4eaf-a359-5b0497d51cce,android,1
Verified Ax,4363ae05-ca11-4151-ae1d-5de322c68965,ios,1
Verified Ax,24a350ab-f540-4a1f-b66d-946822acd8d5,android,0
"MacGuffins, LLC",bed2da51-aa9f-45f3-8fdf-1899d063ccd4,ios,1
"MacGuffins, LLC",f78a2c94-ac4c-4ff3-ac48-2413b1543fdf,ios,0
"MacGuffins, LLC",f49ea9f8-baae-4d17-b02f-93c2a7788d97,android,1
"MacGuffins, LLC",e2eec671-9d8c-47fe-9b40-4bee4b94e604,ios,0
"MacGuffins, LLC",5a003ac4-4f72-4d9e-ba7a-d2f431103539,ios,1
Verified Ax,d27903d5-1d26-41ab-b345-d6aa6a1509f6,ios,1
"MacGuffins, LLC",cab4824c-46ae-42fc-8139-5564279d95a5,android,0
Verified Ax,f7ed901b-90ee-475f-a329-c5182bc93cb7,ios,1
Verified Ax,86c30f52-6dea-49c5-8a1c-3b5c4c472f02,android,1
"MacGuffins, LLC",dbd409a5-f372-40f8-bdc8-2751e756d08d,android,0
"MacGuffins, LLC",6459137c-a24a-432a-84e2-aaf8950fd34c,ios,0
"MacGuffins, LLC",8aafea0d-f52b-4980-8a8a-3a7b5a452f8f,ios,1
Verified Ax,4d48cb71-72a4-4857-a111-d823b9fbc794,android,0
"MacGuffins, LLC",7599f490-8458-4393-a2a2-8d6c65ffbd7d,android,0
"MacGuffins, LLC",8bc66001-ec92-4d1f-b718-a425c628de14,ios,0
Verified Ax,3836a2b9-67f6-42e2-bb49-e0fa08c0efbc,ios,1
"MacGuffins, LLC",cbb3c95d-3d56-4b72-af4f-d7920d3c67b8,ios,0
"MacGuffins, LLC",6ebc5125-d3ce-456a-b25e-46bb37cd6840,ios,0
Verified Ax,74e5fbe5-33d7-4dbf-b8c1-ff859d68605c,ios,1
Verified Ax,b7a9157e-b157-45aa-b01f-b7db4814d409,android,0
"MacGuffins, LLC",48d2ef5e-977b-4dca-86da-4938f2ef9f02,android,0
"MacGuffins, LLC",811ae75c-0b1a-43ae-b4b5-88552b8ff2d3,android,0
Verified Ax,45725f19-0837-4646-8f62-d515ac072ec4,ios,0
Verified Ax,d8d212cd-1b25-4954-b388-ec0bc7a8ac0c,ios,1
Verified Ax,c2180a61-eb4d-4c6f-b8fa-897292e0395c,android,0
Kinetic Bond,739c3ffe-663c-4f8c-ae7b-161fa6b1ffbd,android,0
"MacGuffins, LLC",55004684-55a3-429f-9ab1-7b8177ce41b5,android,0
Socks Crunch,daf7f325-bbc2-4b5a-8dc6-8a92f9965f92,android,0
Verified Ax,156d3d61-032a-4b02-a2a5-0a7b56385b65,ios,1
Kinetic Bond,1c0a5735-6434-47b8-ac43-d5264e825c3e,android,1
Verified Ax,337202ac-24aa-47e2-8032-4dacda99306c,ios,0
Verified Ax,0838cf52-007b-4c17-a7c4-85102ed7a383,android,1
Verified Ax,bcd067b9-41ff-4430-9fe9-9b77b01ccdd0,ios,0
"MacGuffins, LLC",8db63f9c-3969-4ace-81a8-5c36393e4ff6,ios,0
Kinetic Bond,bb75e435-2c5a-4373-a6b0-7b3023775006,ios,0
OnTheGo Cap'n,b7b24546-26a4-4d20-a34b-c0aee9e11641,ios,1
Verified Ax,a9fcfb03-6455-4970-8822-d8ef2b67f2a6,android,1
"MacGuffins, LLC",5d8f96ab-8da5-42e5-baf1-2e1ba7701ecb,ios,0
"MacGuffins, LLC",a79d1912-e82a-41f0-902e-65b25ccc19c3,android,0
"MacGuffins, LLC",8567e98c-e68f-4ae7-81a0-238a28896cbe,android,0
"MacGuffins, LLC",b8edd02b-b998-4bac-822a-99bc3b242e64,android,0
"MacGuffins, LLC",94772a78-e9aa-4b4a-a770-1c12be110973,ios,1
Kinetic Bond,672af661-d82a-4bb8-b5ee-13b33a0b89dc,android,0
"MacGuffins, LLC",5f01e6f6-d6a3-43d0-b49b-a26347fe1aa6,android,0
Kinetic Bond,a25e27e3-6735-46d2-802a-b479e1bd98a2,android,0
Verified Ax,ea173f0f-1f89-47e8-b1f9-f4c6e5d31acd,android,0
Verified Ax,94d3f058-72c8-4b03-a3a8-247246591beb,android,1
"MacGuffins, LLC",9a50fd35-86a6-441b-ba48-cb66ea679931,android,0
"MacGuffins, LLC",3d89cc81-f86b-47a0-9e03-694e45f57203,android,1
Socks Crunch,c7814c31-d097-4f3f-ac2d-8f103fd70f2f,ios,0
"MacGuffins, LLC",505c1042-05fe-4193-baa5-66c716596d29,android,1
Kinetic Bond,791db505-a231-42f7-af2c-2d0c8fa725f4,ios,1
"MacGuffins, LLC",e95d453a-745c-4561-b832-b9e37caeab0f,android,0
"MacGuffins, LLC",f457cfa1-f34b-4fca-85fb-685aca5bb52b,ios,0
Verified Ax,8b503e7c-d872-48f2-8f18-496b37a5aabc,ios,1
Bee Aye En Aye En Aye Ess,e3b4007b-e82f-49b5-95fc-d492a8b29b82,ios,0
Verified Ax,6aca2f44-b4a4-46bf-bf21-3d705829a1f5,android,1
Kinetic Bond,cf0350d3-e3d2-4908-b4b8-617eb19adfbe,android,1
Verified Ax,de7e0191-1ab8-4b8a-b1fb-562a1d3cba9e,android,1
"MacGuffins, LLC",034adef7-5c7c-4eff-ab1f-3b4825d6fc71,android,0
Verified Ax,5e78376d-c980-47cc-a32d-b35eba469142,ios,1
"MacGuffins, LLC",868d6c4d-09f2-4514-ad21-88d650a9d1ff,android,1
"MacGuffins, LLC",86c7714f-bda0-4ac8-930d-7c424d0711a7,android,1
Socks Crunch,40913715-db3c-455e-8b52-fdc992466e4e,ios,1
"MacGuffins, LLC",fc3f42ab-807d-4620-8672-c2d8d9a6990d,ios,1
"MacGuffins, LLC",f71846c0-d7d8-47c0-9e7c-29c79e53f298,android,1
"MacGuffins, LLC",1baa6788-babb-4562-8561-16df1a392449,android,0
Organization Four,36703f9c-6db6-48ee-b2c4-aeb46e4cbbd6,android,0
"MacGuffins, LLC",fe72bc13-f0d4-4aa5-875e-93447661f5e3,ios,1
Verified Ax,8ebae6ec-0fa3-4495-8dea-a5397ba174e7,ios,1
Kinetic Bond,ed32207e-5dc0-40e0-aa32-4b3d6f1e80a1,ios,1
"MacGuffins, LLC",f71d63b1-36d2-4f9f-a058-965d6070f90d,android,0
Organization Four,ac5719ae-764c-4e54-9b7b-3554a5d5c0ce,android,0
"MacGuffins, LLC",75da4a2c-89d3-4cf9-be44-314982b285e6,ios,0
Verified Ax,fce249ad-52ad-4626-887f-d66164bb2fcb,android,1
"MacGuffins, LLC",586ae5cf-e1db-4711-b39b-d68a801f481c,android,1
"MacGuffins, LLC",4b8140ef-a8e2-42a7-8915-08096966232d,ios,1
Verified Ax,091c36d8-3c3d-43ae-8447-e213fe16a3e7,ios,0
"MacGuffins, LLC",136ad0a9-9cff-4479-8c79-f736ae7fa337,android,1
"MacGuffins, LLC",46e677b4-a3a0-4cab-b754-a5b142525869,android,0
Verified Ax,66b0e8ef-2c1b-4df3-b45d-146c59a0e436,android,0
OnTheGo Cap'n,28a2c8e4-2a48-4088-a53f-4dc950891fc6,ios,1
"MacGuffins, LLC",1f169bcf-bd0e-431c-929d-17e8472e82e9,ios,1
Organization Four,603077ea-081f-4778-a557-abfec6814dc1,ios,1
"MacGuffins, LLC",f75b58af-d5c2-4198-a124-8b708c20f41b,ios,0
Verified Ax,7aaf8a9d-357f-42ae-af04-1b787b00435c,ios,0
Verified Ax,6ebfd12b-70d5-4126-8078-4b0a794ef519,ios,1
Verified Ax,d8407100-2e2e-402e-ad49-2e3abfa37aa5,ios,1
Kinetic Bond,5cb8b0c7-1124-4eb0-9335-b6329f6d419e,ios,0
"MacGuffins, LLC",bade86d7-a4f4-4685-a3e7-0f9b894fd308,android,1
"MacGuffins, LLC",233899d4-c8ed-41dd-aaec-b6cd0322e042,android,1
"MacGuffins, LLC",d285477d-2aaf-45ce-9e48-2c6186999913,ios,0
Verified Ax,2cb0a52f-138b-4779-884d-844607820a6c,android,0
Verified Ax,24082e59-3f5c-4ed6-97ba-78228705cdfd,ios,1
Verified Ax,73e093e2-1faa-4f08-bb3a-bcba64babc0f,android,0
Walnut Forge,a746c047-307a-46f2-95e6-8e07aeeb2495,android,0
Verified Ax,949c7605-66ac-4ad3-8b8e-4c0a91deaa15,ios,0
Socks Crunch,551c6152-fc53-440e-898a-e7bfb0230c4e,android,1
Organization Four,d7ac4cca-bc7c-4c74-a861-f02bd61bb7e5,android,0
Organization Four,d3940b7e-57d3-45ca-be1d-1e7b0da3cc53,ios,1
"MacGuffins, LLC",37addf57-c738-4342-89bc-b92edb20bb75,android,0
Verified Ax,95d85a9e-e433-41ff-8e1f-eed196148607,ios,0
OnTheGo Cap'n,0d1cb6e4-2d06-4a06-9dd7-640b5f2b065d,ios,1
"MacGuffins, LLC",b718f6cf-c169-4028-aa0b-02e213639640,android,1
Kinetic Bond,fc817966-c5d5-47da-81f5-1189feeabdaf,android,0
Verified Ax,d8f57e7d-480a-4e9d-abb4-b5dda727ea03,ios,1
Socks Crunch,dcf8e686-35c0-41be-8fca-aac9f5f83ebe,android,0
Kinetic Bond,9a7c285d-ab5c-47c5-87b0-59670a83d850,android,0
Turtle Lucky,79df75a5-db59-4593-9165-f2a1da2ecf6e,android,0
Verified Ax,a0c95c0f-1479-4ad0-a2b5-96723d0eb5e0,ios,1
Verified Ax,eadfb4f6-12aa-431e-b4ea-982518909fbc,android,0
"MacGuffins, LLC",a0f15285-b8cc-446a-a1a3-56211f0d47a8,android,0
"MacGuffins, LLC",dd51d6a5-525d-47f9-943a-0f5187547259,ios,0
Verified Ax,4f410929-56e3-45e3-adf8-99b566f3d869,ios,1
"MacGuffins, LLC",c86b8a6b-d538-436e-b5fb-5fb21e14f5db,ios,1
OnTheGo Cap'n,b69e14a7-d3c5-47de-887f-facb57ab2121,android,0
Verified Ax,39004a97-70e7-4831-8dc0-4988234ba6f5,android,0
"MacGuffins, LLC",7098ef5c-97d3-4c46-ad57-5b31c0fc0743,ios,0
"MacGuffins, LLC",53e38304-fc7a-47fa-96dc-75f929cdad10,ios,1
Verified Ax,78b6869d-0627-4919-9e86-8e3be600afb7,android,1
Verified Ax,3ae1fb43-4897-4125-9500-3a70066a8028,ios,1
"MacGuffins, LLC",0e7a5513-4ec4-4ba0-99a3-5c8dad6ba90d,android,0
Verified Ax,7edf1f1b-9a4a-4eaa-a57a-a1ba33fd2cda,ios,0
"MacGuffins, LLC",77fd78e1-a97b-47ac-ba61-a97b919a01aa,android,1
OnTheGo Cap'n,2ca3cc16-c923-49e7-86e1-a53b255b7111,android,0
"MacGuffins, LLC",3a6c98a3-cf9b-4f6e-8f65-7b1843440ed2,android,1
Socks Crunch,0f2dc303-fabd-4c68-bb71-061a458718ef,android,1
Verified Ax,3ab4fd66-8df4-4f39-b379-160fbb7f5d50,ios,0
"MacGuffins, LLC",d366a8b1-d8c5-4389-bc25-f9bc178221e5,android,1
Verified Ax,d2723798-5685-4282-8b88-acf0cbcd88dc,android,0
"MacGuffins, LLC",aebb2c96-43d4-4769-bbb1-21b22dbc71fa,ios,0
"MacGuffins, LLC",adefad6b-62d9-4937-affe-2e70f64fe9e2,ios,0
"MacGuffins, LLC",ea4714ba-96df-48e4-9090-187710fe413a,android,0
"MacGuffins, LLC",a37a0137-5030-44fd-a3c9-81a92b8a0906,ios,1
"MacGuffins, LLC",6db18bbe-c653-4d25-bd96-c1aafa430ac2,ios,1
Verified Ax,64c4679d-3bc3-4989-b13b-a5280ba3d4df,android,0
"MacGuffins, LLC",bb7bda55-bd56-4792-9853-515e9191620c,android,0
Socks Crunch,7126c2b4-3d40-40fd-835b-56a02f63daa0,ios,0
Socks Crunch,d8ec7b24-c292-4d3d-8e65-5e223816b827,ios,0
Verified Ax,1cddab44-41aa-4809-b684-c4b6253d6e2a,ios,1
"MacGuffins, LLC",65826798-b2df-4bb9-9794-114ecf16d396,ios,1
"MacGuffins, LLC",3339eb00-d806-4b47-b3e7-3d535f30af37,android,0
"MacGuffins, LLC",66b9a9f6-6393-4fcd-8673-18ad9707578f,android,1
"MacGuffins, LLC",37e49b40-377f-43b6-a304-940280f816b2,android,1
Verified Ax,5f1f91d2-9b67-4117-a09b-535eb5d64427,android,0
Verified Ax,23d5d0cb-1bc2-4104-b2d9-17058da050eb,android,1
"MacGuffins, LLC",aa27b225-a612-46cc-9a77-d936980d7ef0,ios,1
Verified Ax,ed363223-dd66-4c79-a9da-c17fcc91142c,ios,0
"MacGuffins, LLC",f428e52a-ce0f-48c0-8d0c-6dd103380466,ios,0
"MacGuffins, LLC",780e5f67-852c-4c29-8755-a6307197e552,ios,0
Verified Ax,8ce6e352-fbf1-4862-8a5f-19b0042b512e,ios,1
"MacGuffins, LLC",8583ed85-2419-4ea5-ad2b-d32305270804,ios,1
Verified Ax,736a6d9a-d433-4bb1-966d-c0a0ab5946cc,android,1
"MacGuffins, LLC",95833760-42c2-425e-bad2-41d9c81a3f30,android,0
Walnut Forge,87dfe2f8-7dd2-4bb5-9366-70a883c67a6a,android,1
Verified Ax,b618e2bd-b723-4f68-8c8b-f6f952b5931f,ios,1
"MacGuffins, LLC",cb813474-8d59-44a7-abf8-94780c674984,android,1
Verified Ax,bc8d743f-cbfe-4797-a706-5175adde9ccf,ios,0
"MacGuffins, LLC",d999fddc-69a6-4246-8a5a-f19aaeeee2c4,android,1
Verified Ax,0597a114-8647-4fb2-8b4f-18ca1efe862e,ios,1
Socks Crunch,509fa187-4391-4d82-9a95-b647fb42ed34,android,0
"MacGuffins, LLC",e8ba7b42-8394-4f81-87b0-bb4df678ab34,android,1
Socks Crunch,a624c682-cab2-44c8-9838-d6790372c3a9,ios,0
"MacGuffins, LLC",6cf1ddfd-e506-45d2-979a-ad117081aa5f,android,0
Socks Crunch,4b0fef08-93fd-48b7-b71e-da164b510148,android,0
"MacGuffins, LLC",0ac28548-34f2-493f-ba30-778662b45090,ios,0
Verified Ax,c72e0f70-9790-4342-a88e-27ef45f5cd97,android,0
"MacGuffins, LLC",e6bfd385-1c02-4d80-a498-fffd6d750040,android,1
Verified Ax,30d7d5cb-f9ee-47fa-a84e-9e04c1af2067,ios,0
Verified Ax,11320058-52ca-4797-a81f-e46ebb4f9439,ios,1
Kinetic Bond,9c73002c-64af-46c9-ab16-7b4ec54f90f5,ios,0
"MacGuffins, LLC",d60c17c4-5439-4461-a184-1bed210281a5,ios,1
"MacGuffins, LLC",56e5a64e-8015-4ec9-b7ec-d84b40fe0294,android,0
